"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-01",,,"86","H,,S","91",",,S","77",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-02",,,"85","H,,S","90",",,S","76",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-04",,,"86","H,,S","90",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-05",,,"86","H,,S","91",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-06",,,"86","H,,S","91",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-07",,,"85","H,,S","92",",,S","77",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-08","0.41",",,S","84","H,,S","90",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-09","0.00",",,S","85","H,,S","90",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-10",,,"83","H,,S","91",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-11",,,"83","H,,S","92",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-12",,,"86","H,,S","91",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-13","0.96",",,S","83","H,,S","90",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-14","0.02",",,S","84","H,,S","88",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-15","0.03",",,S","85","H,,S","89",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-16","0.08",",,S","83","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-17","0.00",",,S","86","H,,S","91",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-18",,,"86","H,,S","91",",,S","76",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-19","0.45",",,S","84","H,,S","90",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-20","0.00",",,S","84","H,,S","88",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-21",,,"83","H,,S","89",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-22","0.41",",,S","83","H,,S","89",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-23","0.00",",,S","84","H,,S","89",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-24","0.14",",,S","83","H,,S","89",",,S","77",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-25","0.38",",,S","84","H,,S","88",",,S","76",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-26","0.00",",,S","86","H,,S","90",",,S","76",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-27",,,"86","H,,S","90",",,S","76",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-28",,,"85","H,,S","90",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-29",,,"81","H,,S","90",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-09-30","1.59",",,S","82","H,,S","86",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-01","0.00",",,S","83","H,,S","88",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-02",,,"84","H,,S","88",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-03","0.02",",,S","84","H,,S","89",",,S","77",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-04","0.19",",,S","85","H,,S","90",",,S","76",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-05","0.00",",,S","86","H,,S","91",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-06",,,"78","H,,S","92",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-07","0.76",",,S","80","H,,S","88",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-08","0.00",",,S","83","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-09",,,"83","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-10","0.05",",,S","83","H,,S","90",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-11","0.00",",,S","83","H,,S","90",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-12","0.01",",,S","83","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-13","0.00",",,S","84","H,,S","89",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-14",,,"83","H,,S","89",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-15",,,"84","H,,S","97",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-16","0.18",",,S","81","H,,S","91",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-17","0.02",",,S","75","H,,S",,,,
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-18","0.65",",,S","79","H,,S","94",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-19","0.00",",,S","83","H,,S","88",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-20","0.02",",,S","80","H,,S","88",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-21","0.03",",,S","83","H,,S","89",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-22","0.00",",,S","85","H,,S","89",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-23",,,"84","H,,S","89",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-24",,,"84","H,,S","89",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-25",,,"84","H,,S","90",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-26",,,"86","H,,S","90",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-27","1.03",",,S","84","H,,S","90",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-28","0.83",",,S","82","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-29","0.00",",,S","84","H,,S","89",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-30",,,"83","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-10-31",,,"80","H,,S","90",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-01","0.01",",,S","83","H,,S",,,,
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-02","0.30",",,S","81","H,,S","87",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-03","0.00",",,S","81","H,,S","86",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-04",,,"78","H,,S","86",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-05","0.43",",,S","82","H,,S","89",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-06","0.00",",,S","83","H,,S","90",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-07",,,"82","H,,S","91",",,S","75",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-08",,,"83","H,,S","92",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-09",,,"83","H,,S","89",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-10",,,"83","H,,S","88",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-11",,,"82","H,,S","88",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-12",,,"80","H,,S","88",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-13","0.01",",,S","81","H,,S","87",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-14","0.00",",,S","82","H,,S","89",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-15",,,"83","H,,S","90",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-16","0.83",",,S","82","H,,S","90",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-17","0.00",",,S","82","H,,S","87",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-18",,,"82","H,,S","89",",,S","74",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-19",,,"81","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-20",,,"81","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-21",,,"81","H,,S","93",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-22",,,"81","H,,S","94",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-23",,,"82","H,,S","90",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-24",,,"83","H,,S","88",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-25",,,"80","H,,S","88",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-26","0.20",",,S","80","H,,S","88",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-27","0.00",",,S","79","H,,S","88",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-28",,,"80","H,,S","88",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-29",,,"80","H,,S","89",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-11-30",,,"81","H,,S","89",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-01",,,"78","H,,S","88",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-02",,,"80","H,,S","86",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-03",,,"81","H,,S","87",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-04",,,"82","H,,S","92",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-05",,,"83","H,,S","93",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-06",,,"84","H,,S","92",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-07",,,"86","H,,S","90",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-08",,,"81","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-09",,,"83","H,,S","90",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-10",,,"83","H,,S","90",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-11",,,"83","H,,S","90",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-12",,,"83","H,,S","90",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-13",,,"83","H,,S","90",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-14",,,"83","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-15",,,"84","H,,S","90",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-16",,,"81","H,,S","90",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-17",,,"83","H,,S","90",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-18",,,"83","H,,S","93",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-19",,,"81","H,,S","89",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-20",,,"82","H,,S","88",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-21",,,"81","H,,S","88",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-22",,,"83","H,,S","90",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-23",,,"81","H,,S","90",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-24",,,"82","H,,S","88",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-25",,,"79","H,,S","87",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-26",,,"81","H,,S","87",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-27","0.09",",,S","81","H,,S","87",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-28","2.17",",,S","81","H,,S","87",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-29","0.00",",,S","81","H,,S","86",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-30",,,"80","H,,S","86",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2001-12-31",,,"80","H,,S","87",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-02",,,"80","H,,S","86",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-04",,,"81","H,,S","90",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-05",,,"80","H,,S","90",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-06",,,"81","H,,S","88",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-07",,,"82","H,,S","88",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-08",,,"79","H,,S","88",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-09","0.02",",,S","79","H,,S","90",",,S","67",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-10","0.00",",,S","80","H,,S","90",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-11","0.08",",,S","80","H,,S","87",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-12","0.00",",,S","80","H,,S","86",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-13",,,"80","H,,S","87",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-14",,,"82","H,,S","87",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-15",,,"82","H,,S","88",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-16",,,"81","H,,S","87",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-17",,,"81","H,,S","88",",,S","67",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-18",,,"82","H,,S","89",",,S","67",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-19",,,"81","H,,S","89",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-20",,,"81","H,,S","87",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-21",,,"83","H,,S","89",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-22",,,"83","H,,S",,,,
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-23",,,"82","H,,S","89",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-24",,,"80","H,,S","87",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-25",,,"81","H,,S","91",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-26",,,"80","H,,S","88",",,S","66",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-27","0.07",",,S","81","H,,S","88",",,S","66",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-28","0.00",",,S","81","H,,S","88",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-29",,,"81","H,,S","88",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-30",,,"81","H,,S","88",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-01-31",,,"81","H,,S","88",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-01",,,"81","H,,S","87",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-02","0.03",",,S","80","H,,S","87",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-03","0.00",",,S","80","H,,S","87",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-04",,,"80","H,,S","86",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-05","0.55",",,S","79","H,,S","87",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-06","0.00",",,S","80","H,,S","87",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-08",,,"80","H,,S","87",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-09",,,"81","H,,S","85",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-10",,,"81","H,,S","87",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-11",,,"81","H,,S","87",",,S","73",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-12",,,"79","H,,S","86",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-13",,,"80","H,,S","87",",,S","66",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-14",,,"80","H,,S","87",",,S","66",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-15",,,"79","H,,S","86",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-16","0.13",",,S","80","H,,S","86",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-17","0.00",",,S","80","H,,S","86",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-18",,,"80","H,,S","86",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-19",,,"81","H,,S","89",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-20",,,"80","H,,S","89",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-21",,,"79","H,,S","87",",,S","65",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-22",,,"78","H,,S","85",",,S","65",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-23",,,"80","H,,S","85",",,S","67",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-24",,,"80","H,,S","85",",,S","68",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-25","0.00",",,S","80","H,,S","85",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-26",,,"81","H,,S","87",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-27",,,"79","H,,S","87",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-02-28","0.09",",,S","80","H,,S","83",",,S","71",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-03-01","0.00",",,S","80","H,,S","85",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-03-02",,,"81","H,,S","85",",,S","70",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-03-03",,,"82","H,,S","85",",,S","72",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-03-04",,,"80","H,,S","85",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-03-05",,,"81","H,,S","86",",,S","69",",,S"
"DRM00078482","MARIA MONTEZ INTERNATIONAL, DR","18.251","-71.12","3.0","2002-03-06","0.00",",,S","79","H,,S","87",",,S","73",",,S"
